latitude,longitude,primary_type,dist_to_stadium_km
41.768692133,-87.624942374,ASSAULT,10.431109040491911
41.925226238,-87.662683065,BATTERY,7.965267673716149
41.837582886,-87.723146503,BATTERY,9.235250466040078
41.892753031,-87.624193896,BATTERY,3.442593439305566
41.902160574,-87.764283459,BATTERY,12.997053214087712
41.906365968,-87.770656552,ASSAULT,13.654578873726484
41.769045743,-87.595234957,BATTERY,10.520876253673082
41.763496453,-87.704011609,BATTERY,13.155338039806223
41.814453742,-87.639893031,BATTERY,5.656582321955151
41.881524451,-87.662706932,ASSAULT,4.36817435439454
41.729746439,-87.664101068,BATTERY,15.25408698986512
41.748799881,-87.613650624,BATTERY,12.623168036590164
41.881524451,-87.662706932,ASSAULT,4.36817435439454
41.768686795,-87.65451385,ASSAULT,10.870795528424168
41.722584823,-87.642028247,BATTERY,15.676879345963133
41.98136525,-87.6911203,BATTERY,14.601165382474655
41.987658175,-87.666655431,BATTERY,14.538973557848594
41.774238676,-87.600923771,BATTERY,9.878863077680363
41.854654108,-87.710210444,BATTERY,7.79082502192662
41.946648235,-87.779631946,ASSAULT,16.425067631104497
41.774239941,-87.604575132,BATTERY,9.843249259598979
41.847466638,-87.705127199,BATTERY,7.507162286177518
41.744260332,-87.581436871,ASSAULT,13.446929379943633
41.881999353,-87.729499313,BATTERY,9.59318328802002
41.969035858,-87.659105472,BATTERY,12.376284584238684
41.754995857,-87.718948713,ASSAULT,14.634999918427074
41.86692722,-87.715436748,BATTERY,8.192514843666055
41.917432651,-87.753393312,ASSAULT,12.86905716461838
41.770020864,-87.6913338,ASSAULT,11.980926735564813
41.901511243,-87.642423161,ASSAULT,4.852356421127665
41.720919187,-87.552917831,BATTERY,16.586296049497488
41.771980766,-87.681669226,BATTERY,11.395208514255382
41.762854063,-87.645562124,ASSAULT,11.31364058933855
41.97043926,-87.650011483,BATTERY,12.336390425065485
41.893371307,-87.622108226,ASSAULT,3.483865442130019
41.789605765,-87.721295205,BATTERY,11.851180989941513
41.749806435,-87.647654676,BATTERY,12.769129461526777
41.893117779,-87.639428446,BATTERY,3.909449284758848
41.692368087,-87.681173624,BATTERY,19.63734740079291
41.860582253,-87.732982704,ASSAULT,9.631685495451906
41.766467148,-87.686468317,ASSAULT,12.123726173285261
41.715679935,-87.603823252,ASSAULT,16.338323404996792
41.865028808,-87.726358587,BATTERY,9.085976626305357
41.74508523,-87.650251659,BATTERY,13.327085352661422
41.866387199,-87.707438494,BATTERY,7.527773695740746
41.884245514,-87.764156014,BATTERY,12.450581382127462
