date_only,total_violent_crimes,stadium_crimes,gameday,bears_win,home_team,away_team,result,is_game_day,year,month
2010-01-01,310,12.0,,,,,,False,2010,1
2010-01-02,161,2.0,,,,,,False,2010,1
2010-01-03,181,2.0,,,,,,False,2010,1
2010-01-04,172,4.0,,,,,,False,2010,1
2010-01-05,138,3.0,,,,,,False,2010,1
2010-01-06,194,6.0,,,,,,False,2010,1
2010-01-07,200,8.0,,,,,,False,2010,1
2010-01-08,213,9.0,,,,,,False,2010,1
2010-01-09,178,3.0,,,,,,False,2010,1
2010-01-10,185,2.0,,,,,,False,2010,1
2010-01-11,211,7.0,,,,,,False,2010,1
2010-01-12,225,5.0,,,,,,False,2010,1
2010-01-13,220,6.0,,,,,,False,2010,1
2010-01-14,225,3.0,,,,,,False,2010,1
2010-01-15,244,12.0,,,,,,False,2010,1
2010-01-16,215,3.0,,,,,,False,2010,1
2010-01-17,198,3.0,,,,,,False,2010,1
2010-01-18,163,0.0,,,,,,False,2010,1
2010-01-19,198,3.0,,,,,,False,2010,1
2010-01-20,178,4.0,,,,,,False,2010,1
2010-01-21,195,6.0,,,,,,False,2010,1
2010-01-22,243,2.0,,,,,,False,2010,1
2010-01-23,232,8.0,,,,,,False,2010,1
2010-01-24,211,1.0,,,,,,False,2010,1
2010-01-25,181,3.0,,,,,,False,2010,1
2010-01-26,176,9.0,,,,,,False,2010,1
2010-01-27,185,4.0,,,,,,False,2010,1
2010-01-28,200,8.0,,,,,,False,2010,1
2010-01-29,157,3.0,,,,,,False,2010,1
2010-01-30,189,3.0,,,,,,False,2010,1
2010-01-31,192,5.0,,,,,,False,2010,1
2010-02-01,208,1.0,,,,,,False,2010,2
2010-02-02,182,4.0,,,,,,False,2010,2
2010-02-03,225,6.0,,,,,,False,2010,2
2010-02-04,229,6.0,,,,,,False,2010,2
2010-02-05,203,3.0,,,,,,False,2010,2
2010-02-06,179,4.0,,,,,,False,2010,2
2010-02-07,212,5.0,,,,,,False,2010,2
2010-02-08,207,3.0,,,,,,False,2010,2
2010-02-09,155,5.0,,,,,,False,2010,2
2010-02-10,168,3.0,,,,,,False,2010,2
2010-02-11,159,9.0,,,,,,False,2010,2
2010-02-12,167,7.0,,,,,,False,2010,2
2010-02-13,227,11.0,,,,,,False,2010,2
2010-02-14,222,9.0,,,,,,False,2010,2
2010-02-15,173,4.0,,,,,,False,2010,2
2010-02-16,191,9.0,,,,,,False,2010,2
2010-02-17,167,1.0,,,,,,False,2010,2
2010-02-18,245,4.0,,,,,,False,2010,2
2010-02-19,221,9.0,,,,,,False,2010,2
2010-02-20,233,2.0,,,,,,False,2010,2
2010-02-21,237,4.0,,,,,,False,2010,2
2010-02-22,173,3.0,,,,,,False,2010,2
2010-02-23,191,4.0,,,,,,False,2010,2
2010-02-24,219,11.0,,,,,,False,2010,2
2010-02-25,214,2.0,,,,,,False,2010,2
2010-02-26,258,7.0,,,,,,False,2010,2
2010-02-27,207,8.0,,,,,,False,2010,2
2010-02-28,237,4.0,,,,,,False,2010,2
2010-03-01,206,3.0,,,,,,False,2010,3
2010-03-02,234,7.0,,,,,,False,2010,3
2010-03-03,238,4.0,,,,,,False,2010,3
2010-03-04,249,7.0,,,,,,False,2010,3
2010-03-05,279,6.0,,,,,,False,2010,3
2010-03-06,254,3.0,,,,,,False,2010,3
2010-03-07,237,3.0,,,,,,False,2010,3
2010-03-08,272,6.0,,,,,,False,2010,3
2010-03-09,286,3.0,,,,,,False,2010,3
2010-03-10,278,9.0,,,,,,False,2010,3
2010-03-11,281,9.0,,,,,,False,2010,3
2010-03-12,307,6.0,,,,,,False,2010,3
2010-03-13,268,3.0,,,,,,False,2010,3
2010-03-14,272,3.0,,,,,,False,2010,3
2010-03-15,236,6.0,,,,,,False,2010,3
2010-03-16,286,6.0,,,,,,False,2010,3
2010-03-17,259,7.0,,,,,,False,2010,3
2010-03-18,316,3.0,,,,,,False,2010,3
2010-03-19,272,5.0,,,,,,False,2010,3
2010-03-20,208,9.0,,,,,,False,2010,3
2010-03-21,216,2.0,,,,,,False,2010,3
2010-03-22,250,6.0,,,,,,False,2010,3
2010-03-23,273,4.0,,,,,,False,2010,3
2010-03-24,256,6.0,,,,,,False,2010,3
2010-03-25,250,11.0,,,,,,False,2010,3
2010-03-26,248,7.0,,,,,,False,2010,3
2010-03-27,252,4.0,,,,,,False,2010,3
2010-03-28,253,3.0,,,,,,False,2010,3
2010-03-29,204,7.0,,,,,,False,2010,3
2010-03-30,227,3.0,,,,,,False,2010,3
2010-03-31,291,8.0,,,,,,False,2010,3
2010-04-01,304,4.0,,,,,,False,2010,4
2010-04-02,312,6.0,,,,,,False,2010,4
2010-04-03,262,6.0,,,,,,False,2010,4
2010-04-04,260,7.0,,,,,,False,2010,4
2010-04-05,240,10.0,,,,,,False,2010,4
2010-04-06,285,3.0,,,,,,False,2010,4
2010-04-07,201,1.0,,,,,,False,2010,4
2010-04-08,243,3.0,,,,,,False,2010,4
2010-04-09,251,5.0,,,,,,False,2010,4
2010-04-10,294,6.0,,,,,,False,2010,4
2010-04-11,277,6.0,,,,,,False,2010,4
2010-04-12,262,7.0,,,,,,False,2010,4
2010-04-13,230,5.0,,,,,,False,2010,4
2010-04-14,326,11.0,,,,,,False,2010,4
2010-04-15,344,5.0,,,,,,False,2010,4
2010-04-16,293,3.0,,,,,,False,2010,4
2010-04-17,276,6.0,,,,,,False,2010,4
2010-04-18,252,2.0,,,,,,False,2010,4
2010-04-19,220,3.0,,,,,,False,2010,4
2010-04-20,242,6.0,,,,,,False,2010,4
2010-04-21,221,4.0,,,,,,False,2010,4
2010-04-22,231,6.0,,,,,,False,2010,4
2010-04-23,265,9.0,,,,,,False,2010,4
2010-04-24,235,6.0,,,,,,False,2010,4
2010-04-25,243,6.0,,,,,,False,2010,4
2010-04-26,243,7.0,,,,,,False,2010,4
2010-04-27,248,6.0,,,,,,False,2010,4
2010-04-28,249,5.0,,,,,,False,2010,4
2010-04-29,265,3.0,,,,,,False,2010,4
2010-04-30,305,5.0,,,,,,False,2010,4
2010-05-01,287,3.0,,,,,,False,2010,5
2010-05-02,298,3.0,,,,,,False,2010,5
2010-05-03,299,10.0,,,,,,False,2010,5
2010-05-04,284,3.0,,,,,,False,2010,5
2010-05-05,298,5.0,,,,,,False,2010,5
2010-05-06,256,7.0,,,,,,False,2010,5
2010-05-07,246,4.0,,,,,,False,2010,5
2010-05-08,226,6.0,,,,,,False,2010,5
2010-05-09,258,8.0,,,,,,False,2010,5
2010-05-10,242,5.0,,,,,,False,2010,5
2010-05-11,220,8.0,,,,,,False,2010,5
2010-05-12,236,8.0,,,,,,False,2010,5
2010-05-13,244,5.0,,,,,,False,2010,5
2010-05-14,309,4.0,,,,,,False,2010,5
2010-05-15,286,5.0,,,,,,False,2010,5
2010-05-16,270,0.0,,,,,,False,2010,5
2010-05-17,236,2.0,,,,,,False,2010,5
2010-05-18,248,9.0,,,,,,False,2010,5
2010-05-19,276,2.0,,,,,,False,2010,5
2010-05-20,285,9.0,,,,,,False,2010,5
2010-05-21,238,4.0,,,,,,False,2010,5
2010-05-22,280,9.0,,,,,,False,2010,5
2010-05-23,346,9.0,,,,,,False,2010,5
2010-05-24,338,10.0,,,,,,False,2010,5
2010-05-25,287,7.0,,,,,,False,2010,5
2010-05-26,333,8.0,,,,,,False,2010,5
2010-05-27,310,5.0,,,,,,False,2010,5
2010-05-28,282,5.0,,,,,,False,2010,5
2010-05-29,282,7.0,,,,,,False,2010,5
2010-05-30,308,4.0,,,,,,False,2010,5
2010-05-31,230,0.0,,,,,,False,2010,5
2010-06-01,280,11.0,,,,,,False,2010,6
2010-06-02,296,9.0,,,,,,False,2010,6
2010-06-03,246,5.0,,,,,,False,2010,6
2010-06-04,266,9.0,,,,,,False,2010,6
2010-06-05,279,7.0,,,,,,False,2010,6
2010-06-06,248,8.0,,,,,,False,2010,6
2010-06-07,268,4.0,,,,,,False,2010,6
2010-06-08,237,3.0,,,,,,False,2010,6
2010-06-09,287,7.0,,,,,,False,2010,6
2010-06-10,326,5.0,,,,,,False,2010,6
2010-06-11,321,11.0,,,,,,False,2010,6
2010-06-12,292,2.0,,,,,,False,2010,6
2010-06-13,251,7.0,,,,,,False,2010,6
2010-06-14,273,6.0,,,,,,False,2010,6
2010-06-15,243,3.0,,,,,,False,2010,6
2010-06-16,273,8.0,,,,,,False,2010,6
2010-06-17,289,15.0,,,,,,False,2010,6
2010-06-18,297,5.0,,,,,,False,2010,6
2010-06-19,279,6.0,,,,,,False,2010,6
2010-06-20,362,9.0,,,,,,False,2010,6
2010-06-21,310,3.0,,,,,,False,2010,6
2010-06-22,267,7.0,,,,,,False,2010,6
2010-06-23,247,5.0,,,,,,False,2010,6
2010-06-24,251,6.0,,,,,,False,2010,6
2010-06-25,287,11.0,,,,,,False,2010,6
2010-06-26,305,5.0,,,,,,False,2010,6
2010-06-27,356,5.0,,,,,,False,2010,6
2010-06-28,275,8.0,,,,,,False,2010,6
2010-06-29,254,3.0,,,,,,False,2010,6
2010-06-30,249,5.0,,,,,,False,2010,6
2010-07-01,268,11.0,,,,,,False,2010,7
2010-07-02,239,4.0,,,,,,False,2010,7
2010-07-03,292,17.0,,,,,,False,2010,7
2010-07-04,347,6.0,,,,,,False,2010,7
2010-07-05,370,4.0,,,,,,False,2010,7
2010-07-06,250,6.0,,,,,,False,2010,7
2010-07-07,224,7.0,,,,,,False,2010,7
2010-07-08,304,6.0,,,,,,False,2010,7
2010-07-09,261,9.0,,,,,,False,2010,7
2010-07-10,299,7.0,,,,,,False,2010,7
2010-07-11,312,7.0,,,,,,False,2010,7
2010-07-12,225,4.0,,,,,,False,2010,7
2010-07-13,243,9.0,,,,,,False,2010,7
2010-07-14,264,9.0,,,,,,False,2010,7
2010-07-15,246,4.0,,,,,,False,2010,7
2010-07-16,268,6.0,,,,,,False,2010,7
2010-07-17,319,4.0,,,,,,False,2010,7
2010-07-18,324,7.0,,,,,,False,2010,7
2010-07-19,244,5.0,,,,,,False,2010,7
2010-07-20,278,7.0,,,,,,False,2010,7
2010-07-21,255,5.0,,,,,,False,2010,7
2010-07-22,264,8.0,,,,,,False,2010,7
2010-07-23,224,7.0,,,,,,False,2010,7
2010-07-24,268,4.0,,,,,,False,2010,7
2010-07-25,305,2.0,,,,,,False,2010,7
2010-07-26,268,5.0,,,,,,False,2010,7
2010-07-27,277,5.0,,,,,,False,2010,7
2010-07-28,244,4.0,,,,,,False,2010,7
2010-07-29,246,6.0,,,,,,False,2010,7
2010-07-30,221,7.0,,,,,,False,2010,7
2010-07-31,256,2.0,,,,,,False,2010,7
2010-08-01,298,5.0,,,,,,False,2010,8
2010-08-02,217,4.0,,,,,,False,2010,8
2010-08-03,205,6.0,,,,,,False,2010,8
2010-08-04,218,10.0,,,,,,False,2010,8
2010-08-05,261,4.0,,,,,,False,2010,8
2010-08-06,276,6.0,,,,,,False,2010,8
2010-08-07,289,9.0,,,,,,False,2010,8
2010-08-08,321,8.0,,,,,,False,2010,8
2010-08-09,254,8.0,,,,,,False,2010,8
2010-08-10,251,5.0,,,,,,False,2010,8
2010-08-11,235,6.0,,,,,,False,2010,8
2010-08-12,253,10.0,,,,,,False,2010,8
2010-08-13,228,4.0,,,,,,False,2010,8
2010-08-14,314,7.0,,,,,,False,2010,8
2010-08-15,311,7.0,,,,,,False,2010,8
2010-08-16,247,8.0,,,,,,False,2010,8
2010-08-17,235,4.0,,,,,,False,2010,8
2010-08-18,280,3.0,,,,,,False,2010,8
2010-08-19,259,6.0,,,,,,False,2010,8
2010-08-20,248,5.0,,,,,,False,2010,8
2010-08-21,286,10.0,,,,,,False,2010,8
2010-08-22,298,2.0,,,,,,False,2010,8
2010-08-23,263,8.0,,,,,,False,2010,8
2010-08-24,233,6.0,,,,,,False,2010,8
2010-08-25,211,4.0,,,,,,False,2010,8
2010-08-26,236,5.0,,,,,,False,2010,8
2010-08-27,250,8.0,,,,,,False,2010,8
2010-08-28,279,6.0,,,,,,False,2010,8
2010-08-29,327,3.0,,,,,,False,2010,8
2010-08-30,268,8.0,,,,,,False,2010,8
2010-08-31,279,2.0,,,,,,False,2010,8
2010-09-01,262,6.0,,,,,,False,2010,9
2010-09-02,246,7.0,,,,,,False,2010,9
2010-09-03,222,14.0,,,,,,False,2010,9
2010-09-04,242,6.0,,,,,,False,2010,9
2010-09-05,245,5.0,,,,,,False,2010,9
2010-09-06,240,4.0,,,,,,False,2010,9
2010-09-07,242,5.0,,,,,,False,2010,9
2010-09-08,231,7.0,,,,,,False,2010,9
2010-09-09,207,6.0,,,,,,False,2010,9
2010-09-10,231,7.0,,,,,,False,2010,9
2010-09-11,252,4.0,,,,,,False,2010,9
2010-09-12,302,6.0,2010-09-12,1.0,CHI,DET,5.0,True,2010,9
2010-09-13,226,8.0,,,,,,False,2010,9
2010-09-14,239,7.0,,,,,,False,2010,9
2010-09-15,268,3.0,,,,,,False,2010,9
2010-09-16,198,4.0,,,,,,False,2010,9
2010-09-17,231,4.0,,,,,,False,2010,9
2010-09-18,272,7.0,,,,,,False,2010,9
2010-09-19,264,2.0,2010-09-19,1.0,DAL,CHI,-7.0,True,2010,9
2010-09-20,237,4.0,,,,,,False,2010,9
2010-09-21,270,9.0,,,,,,False,2010,9
2010-09-22,249,6.0,,,,,,False,2010,9
2010-09-23,260,9.0,,,,,,False,2010,9
2010-09-24,248,8.0,,,,,,False,2010,9
2010-09-25,264,9.0,,,,,,False,2010,9
2010-09-26,229,6.0,,,,,,False,2010,9
2010-09-27,186,9.0,2010-09-27,1.0,CHI,GB,3.0,True,2010,9
2010-09-28,230,7.0,,,,,,False,2010,9
2010-09-29,242,7.0,,,,,,False,2010,9
2010-09-30,234,5.0,,,,,,False,2010,9
2010-10-01,262,10.0,,,,,,False,2010,10
2010-10-02,206,4.0,,,,,,False,2010,10
2010-10-03,209,6.0,2010-10-03,0.0,NYG,CHI,14.0,True,2010,10
2010-10-04,174,3.0,,,,,,False,2010,10
2010-10-05,200,3.0,,,,,,False,2010,10
2010-10-06,234,6.0,,,,,,False,2010,10
2010-10-07,215,3.0,,,,,,False,2010,10
2010-10-08,246,6.0,,,,,,False,2010,10
2010-10-09,279,5.0,,,,,,False,2010,10
2010-10-10,297,5.0,2010-10-10,1.0,CAR,CHI,-17.0,True,2010,10
2010-10-11,254,6.0,,,,,,False,2010,10
2010-10-12,262,2.0,,,,,,False,2010,10
2010-10-13,238,7.0,,,,,,False,2010,10
2010-10-14,232,4.0,,,,,,False,2010,10
2010-10-15,213,6.0,,,,,,False,2010,10
2010-10-16,256,6.0,,,,,,False,2010,10
2010-10-17,269,5.0,2010-10-17,0.0,CHI,SEA,-3.0,True,2010,10
2010-10-18,213,7.0,,,,,,False,2010,10
2010-10-19,236,10.0,,,,,,False,2010,10
2010-10-20,221,1.0,,,,,,False,2010,10
2010-10-21,222,6.0,,,,,,False,2010,10
2010-10-22,214,6.0,,,,,,False,2010,10
2010-10-23,237,3.0,,,,,,False,2010,10
2010-10-24,242,8.0,2010-10-24,0.0,CHI,WAS,-3.0,True,2010,10
2010-10-25,229,4.0,,,,,,False,2010,10
2010-10-26,243,6.0,,,,,,False,2010,10
2010-10-27,238,7.0,,,,,,False,2010,10
2010-10-28,216,4.0,,,,,,False,2010,10
2010-10-29,198,2.0,,,,,,False,2010,10
2010-10-30,248,4.0,,,,,,False,2010,10
2010-10-31,286,5.0,,,,,,False,2010,10
2010-11-01,223,2.0,,,,,,False,2010,11
2010-11-02,197,2.0,,,,,,False,2010,11
2010-11-03,214,1.0,,,,,,False,2010,11
2010-11-04,203,6.0,,,,,,False,2010,11
2010-11-05,178,6.0,,,,,,False,2010,11
2010-11-06,228,5.0,,,,,,False,2010,11
2010-11-07,266,5.0,2010-11-07,1.0,BUF,CHI,-3.0,True,2010,11
2010-11-08,234,5.0,,,,,,False,2010,11
2010-11-09,263,10.0,,,,,,False,2010,11
2010-11-10,237,4.0,,,,,,False,2010,11
2010-11-11,198,5.0,,,,,,False,2010,11
2010-11-12,202,2.0,,,,,,False,2010,11
2010-11-13,191,7.0,,,,,,False,2010,11
2010-11-14,239,4.0,2010-11-14,1.0,CHI,MIN,14.0,True,2010,11
2010-11-15,209,4.0,,,,,,False,2010,11
2010-11-16,189,4.0,,,,,,False,2010,11
2010-11-17,198,6.0,,,,,,False,2010,11
2010-11-18,184,3.0,2010-11-18,1.0,MIA,CHI,-16.0,True,2010,11
2010-11-19,220,3.0,,,,,,False,2010,11
2010-11-20,207,4.0,,,,,,False,2010,11
2010-11-21,232,1.0,,,,,,False,2010,11
2010-11-22,191,5.0,,,,,,False,2010,11
2010-11-23,202,4.0,,,,,,False,2010,11
2010-11-24,180,7.0,,,,,,False,2010,11
2010-11-25,184,2.0,,,,,,False,2010,11
2010-11-26,167,4.0,,,,,,False,2010,11
2010-11-27,201,5.0,,,,,,False,2010,11
2010-11-28,217,9.0,2010-11-28,1.0,CHI,PHI,5.0,True,2010,11
2010-11-29,194,10.0,,,,,,False,2010,11
2010-11-30,199,7.0,,,,,,False,2010,11
2010-12-01,187,5.0,,,,,,False,2010,12
2010-12-02,193,7.0,,,,,,False,2010,12
2010-12-03,168,4.0,,,,,,False,2010,12
2010-12-04,198,2.0,,,,,,False,2010,12
2010-12-05,186,7.0,2010-12-05,1.0,DET,CHI,-4.0,True,2010,12
2010-12-06,156,3.0,,,,,,False,2010,12
2010-12-07,186,3.0,,,,,,False,2010,12
2010-12-08,146,4.0,,,,,,False,2010,12
2010-12-09,176,9.0,,,,,,False,2010,12
2010-12-10,215,6.0,,,,,,False,2010,12
2010-12-11,178,4.0,,,,,,False,2010,12
2010-12-12,176,5.0,2010-12-12,0.0,CHI,NE,-29.0,True,2010,12
2010-12-13,145,1.0,,,,,,False,2010,12
2010-12-14,156,4.0,,,,,,False,2010,12
2010-12-15,173,5.0,,,,,,False,2010,12
2010-12-16,204,1.0,,,,,,False,2010,12
2010-12-17,182,3.0,,,,,,False,2010,12
2010-12-18,186,3.0,,,,,,False,2010,12
2010-12-19,182,0.0,,,,,,False,2010,12
2010-12-20,143,3.0,2010-12-20,1.0,MIN,CHI,-26.0,True,2010,12
2010-12-21,156,2.0,,,,,,False,2010,12
2010-12-22,180,8.0,,,,,,False,2010,12
2010-12-23,142,0.0,,,,,,False,2010,12
2010-12-24,159,4.0,,,,,,False,2010,12
2010-12-25,154,8.0,,,,,,False,2010,12
2010-12-26,174,2.0,2010-12-26,1.0,CHI,NYJ,4.0,True,2010,12
2010-12-27,148,1.0,,,,,,False,2010,12
2010-12-28,180,3.0,,,,,,False,2010,12
2010-12-29,163,3.0,,,,,,False,2010,12
2010-12-30,171,3.0,,,,,,False,2010,12
2010-12-31,186,3.0,,,,,,False,2010,12
2011-01-01,339,10.0,,,,,,False,2011,1
2011-01-02,177,5.0,2011-01-02,0.0,GB,CHI,7.0,True,2011,1
2011-01-03,177,4.0,,,,,,False,2011,1
2011-01-04,191,5.0,,,,,,False,2011,1
2011-01-05,180,4.0,,,,,,False,2011,1
2011-01-06,180,4.0,,,,,,False,2011,1
2011-01-07,186,4.0,,,,,,False,2011,1
2011-01-08,188,3.0,,,,,,False,2011,1
2011-01-09,191,3.0,,,,,,False,2011,1
2011-01-10,186,3.0,,,,,,False,2011,1
2011-01-11,173,0.0,,,,,,False,2011,1
2011-01-12,193,6.0,,,,,,False,2011,1
2011-01-13,183,4.0,,,,,,False,2011,1
2011-01-14,208,6.0,,,,,,False,2011,1
2011-01-15,197,6.0,,,,,,False,2011,1
2011-01-16,186,11.0,2011-01-16,1.0,CHI,SEA,11.0,True,2011,1
2011-01-17,153,2.0,,,,,,False,2011,1
2011-01-18,179,4.0,,,,,,False,2011,1
2011-01-19,191,4.0,,,,,,False,2011,1
2011-01-20,190,1.0,,,,,,False,2011,1
2011-01-21,176,5.0,,,,,,False,2011,1
2011-01-22,154,5.0,,,,,,False,2011,1
2011-01-23,224,5.0,2011-01-23,0.0,CHI,GB,-7.0,True,2011,1
2011-01-24,194,6.0,,,,,,False,2011,1
2011-01-25,195,2.0,,,,,,False,2011,1
2011-01-26,175,10.0,,,,,,False,2011,1
2011-01-27,182,5.0,,,,,,False,2011,1
2011-01-28,169,2.0,,,,,,False,2011,1
2011-01-29,188,5.0,,,,,,False,2011,1
2011-01-30,183,1.0,,,,,,False,2011,1
2011-01-31,162,6.0,,,,,,False,2011,1
2011-02-01,114,1.0,,,,,,False,2011,2
2011-02-02,94,1.0,,,,,,False,2011,2
2011-02-03,129,4.0,,,,,,False,2011,2
2011-02-04,155,3.0,,,,,,False,2011,2
2011-02-05,146,4.0,,,,,,False,2011,2
2011-02-06,194,5.0,,,,,,False,2011,2
2011-02-07,171,6.0,,,,,,False,2011,2
2011-02-08,159,5.0,,,,,,False,2011,2
2011-02-09,168,2.0,,,,,,False,2011,2
2011-02-10,159,1.0,,,,,,False,2011,2
2011-02-11,178,5.0,,,,,,False,2011,2
2011-02-12,186,3.0,,,,,,False,2011,2
2011-02-13,211,3.0,,,,,,False,2011,2
2011-02-14,204,4.0,,,,,,False,2011,2
2011-02-15,207,3.0,,,,,,False,2011,2
2011-02-16,215,5.0,,,,,,False,2011,2
2011-02-17,253,5.0,,,,,,False,2011,2
2011-02-18,247,5.0,,,,,,False,2011,2
2011-02-19,210,2.0,,,,,,False,2011,2
2011-02-20,186,3.0,,,,,,False,2011,2
2011-02-21,140,5.0,,,,,,False,2011,2
2011-02-22,173,2.0,,,,,,False,2011,2
2011-02-23,188,4.0,,,,,,False,2011,2
2011-02-24,198,6.0,,,,,,False,2011,2
2011-02-25,182,6.0,,,,,,False,2011,2
2011-02-26,219,5.0,,,,,,False,2011,2
2011-02-27,205,7.0,,,,,,False,2011,2
2011-02-28,184,3.0,,,,,,False,2011,2
2011-03-01,202,6.0,,,,,,False,2011,3
2011-03-02,196,4.0,,,,,,False,2011,3
2011-03-03,218,8.0,,,,,,False,2011,3
2011-03-04,230,5.0,,,,,,False,2011,3
2011-03-05,187,5.0,,,,,,False,2011,3
2011-03-06,190,3.0,,,,,,False,2011,3
2011-03-07,155,6.0,,,,,,False,2011,3
2011-03-08,190,4.0,,,,,,False,2011,3
2011-03-09,185,6.0,,,,,,False,2011,3
2011-03-10,214,4.0,,,,,,False,2011,3
2011-03-11,246,7.0,,,,,,False,2011,3
2011-03-12,255,8.0,,,,,,False,2011,3
2011-03-13,212,6.0,,,,,,False,2011,3
2011-03-14,234,7.0,,,,,,False,2011,3
2011-03-15,245,5.0,,,,,,False,2011,3
2011-03-16,291,7.0,,,,,,False,2011,3
2011-03-17,284,5.0,,,,,,False,2011,3
2011-03-18,277,2.0,,,,,,False,2011,3
2011-03-19,248,4.0,,,,,,False,2011,3
2011-03-20,220,4.0,,,,,,False,2011,3
2011-03-21,221,2.0,,,,,,False,2011,3
2011-03-22,202,8.0,,,,,,False,2011,3
2011-03-23,232,1.0,,,,,,False,2011,3
2011-03-24,221,7.0,,,,,,False,2011,3
2011-03-25,240,4.0,,,,,,False,2011,3
2011-03-26,216,8.0,,,,,,False,2011,3
2011-03-27,225,4.0,,,,,,False,2011,3
2011-03-28,201,9.0,,,,,,False,2011,3
2011-03-29,192,2.0,,,,,,False,2011,3
2011-03-30,191,5.0,,,,,,False,2011,3
2011-03-31,245,4.0,,,,,,False,2011,3
2011-04-01,198,1.0,,,,,,False,2011,4
2011-04-02,278,6.0,,,,,,False,2011,4
2011-04-03,261,4.0,,,,,,False,2011,4
2011-04-04,234,3.0,,,,,,False,2011,4
2011-04-05,230,6.0,,,,,,False,2011,4
2011-04-06,230,4.0,,,,,,False,2011,4
2011-04-07,222,7.0,,,,,,False,2011,4
2011-04-08,204,3.0,,,,,,False,2011,4
2011-04-09,236,6.0,,,,,,False,2011,4
2011-04-10,417,9.0,,,,,,False,2011,4
2011-04-11,258,3.0,,,,,,False,2011,4
2011-04-12,213,3.0,,,,,,False,2011,4
2011-04-13,258,2.0,,,,,,False,2011,4
2011-04-14,198,4.0,,,,,,False,2011,4
2011-04-15,246,4.0,,,,,,False,2011,4
2011-04-16,222,8.0,,,,,,False,2011,4
2011-04-17,250,5.0,,,,,,False,2011,4
2011-04-18,180,9.0,,,,,,False,2011,4
2011-04-19,159,4.0,,,,,,False,2011,4
2011-04-20,163,3.0,,,,,,False,2011,4
2011-04-21,190,5.0,,,,,,False,2011,4
2011-04-22,185,3.0,,,,,,False,2011,4
2011-04-23,273,7.0,,,,,,False,2011,4
2011-04-24,222,6.0,,,,,,False,2011,4
2011-04-25,181,3.0,,,,,,False,2011,4
2011-04-26,236,4.0,,,,,,False,2011,4
2011-04-27,232,7.0,,,,,,False,2011,4
2011-04-28,209,7.0,,,,,,False,2011,4
2011-04-29,269,8.0,,,,,,False,2011,4
2011-04-30,254,0.0,,,,,,False,2011,4
2011-05-01,299,9.0,,,,,,False,2011,5
2011-05-02,221,3.0,,,,,,False,2011,5
2011-05-03,245,7.0,,,,,,False,2011,5
2011-05-04,249,8.0,,,,,,False,2011,5
2011-05-05,233,5.0,,,,,,False,2011,5
2011-05-06,236,6.0,,,,,,False,2011,5
2011-05-07,244,5.0,,,,,,False,2011,5
2011-05-08,289,7.0,,,,,,False,2011,5
2011-05-09,264,4.0,,,,,,False,2011,5
2011-05-10,267,5.0,,,,,,False,2011,5
2011-05-11,300,6.0,,,,,,False,2011,5
2011-05-12,289,6.0,,,,,,False,2011,5
2011-05-13,278,6.0,,,,,,False,2011,5
2011-05-14,188,5.0,,,,,,False,2011,5
2011-05-15,203,4.0,,,,,,False,2011,5
2011-05-16,225,5.0,,,,,,False,2011,5
2011-05-17,240,2.0,,,,,,False,2011,5
2011-05-18,203,6.0,,,,,,False,2011,5
2011-05-19,248,7.0,,,,,,False,2011,5
2011-05-20,267,6.0,,,,,,False,2011,5
2011-05-21,284,8.0,,,,,,False,2011,5
2011-05-22,317,4.0,,,,,,False,2011,5
2011-05-23,271,4.0,,,,,,False,2011,5
2011-05-24,243,9.0,,,,,,False,2011,5
2011-05-25,204,9.0,,,,,,False,2011,5
2011-05-26,206,4.0,,,,,,False,2011,5
2011-05-27,211,3.0,,,,,,False,2011,5
2011-05-28,227,5.0,,,,,,False,2011,5
2011-05-29,251,4.0,,,,,,False,2011,5
2011-05-30,289,8.0,,,,,,False,2011,5
2011-05-31,292,4.0,,,,,,False,2011,5
2011-06-01,272,10.0,,,,,,False,2011,6
2011-06-02,299,2.0,,,,,,False,2011,6
2011-06-03,263,8.0,,,,,,False,2011,6
2011-06-04,334,4.0,,,,,,False,2011,6
2011-06-05,285,4.0,,,,,,False,2011,6
2011-06-06,270,7.0,,,,,,False,2011,6
2011-06-07,262,10.0,,,,,,False,2011,6
2011-06-08,247,3.0,,,,,,False,2011,6
2011-06-09,231,7.0,,,,,,False,2011,6
2011-06-10,287,8.0,,,,,,False,2011,6
2011-06-11,239,8.0,,,,,,False,2011,6
2011-06-12,268,6.0,,,,,,False,2011,6
2011-06-13,251,4.0,,,,,,False,2011,6
2011-06-14,243,5.0,,,,,,False,2011,6
2011-06-15,242,4.0,,,,,,False,2011,6
2011-06-16,206,7.0,,,,,,False,2011,6
2011-06-17,279,6.0,,,,,,False,2011,6
2011-06-18,304,5.0,,,,,,False,2011,6
2011-06-19,377,6.0,,,,,,False,2011,6
2011-06-20,282,5.0,,,,,,False,2011,6
2011-06-21,268,10.0,,,,,,False,2011,6
2011-06-22,237,5.0,,,,,,False,2011,6
2011-06-23,199,12.0,,,,,,False,2011,6
2011-06-24,218,8.0,,,,,,False,2011,6
2011-06-25,304,9.0,,,,,,False,2011,6
2011-06-26,303,4.0,,,,,,False,2011,6
2011-06-27,224,4.0,,,,,,False,2011,6
2011-06-28,240,9.0,,,,,,False,2011,6
